0,1,2,3,4,Stimmenanteile CDU/CSU,Stimmenanteile SPD,Stimmenanteile Grüne,Stimmenanteile FDP,Stimmenanteile Die Linke,Stimmenanteile AfD,location,Ausländeranteil,Stadt,Uni
-2.5148917613566137,-0.3074605032693949,-2.514444604964531,0.9424597897799094,0.5295086051458788,53.8,16.8,5.8,10.1,4.2,7.0,1,11.7,2,39.5
0.22106716240705768,-0.5316133350972743,-2.633295908784112,0.026792259913009157,1.688595955352219,33.0,32.3,7.6,9.2,6.4,8.3,1,7.5,2,7.0
-0.7571195867807943,-2.461756471116112,-3.339957598404918,-0.19853998789583502,-0.47104786949038296,36.2,31.6,6.2,8.8,5.6,8.6,1,4.3,2,0.0
5.1538906966809614,3.9941344007002333,-1.2976611763148735,-0.5168510606612486,1.4083645069686366,25.0,26.0,11.6,9.7,13.8,9.5,1,17.5,1,61.3
9.350337613674121,1.161999549041309,-4.978058808722897,1.697815965913051,1.4488333954315789,25.4,30.9,7.8,7.6,11.4,12.5,1,16.9,1,26.4
2.999386345088785,7.4352522774968,3.7562872241653027,0.6726622603197938,1.9748944743283765,30.4,21.2,10.0,17.6,9.2,7.9,1,19.7,1,92.2
7.0771947519794125,1.3583549444063538,-3.7465757082077693,-1.598380872034214,2.4605365454324466,24.2,32.8,5.6,9.4,8.5,13.3,1,20.2,1,47.9
6.876136186749563,3.3021555709791577,-2.1350739445812272,-1.5063234718296858,1.7251868431200372,27.3,28.3,7.6,12.6,8.2,11.4,1,15.3,1,47.2
5.257692809981322,2.3233616693470025,-2.219364212790824,0.3797074687453688,0.6686202302477531,31.9,24.9,7.8,14.6,8.1,8.3,1,15.5,1,26.7
5.718332172961683,1.7838699558816662,-4.098610348059251,0.7816382428260389,-0.07665259736163377,35.8,23.3,6.2,13.7,7.4,9.5,1,15.3,1,32.2
2.573012881168938,3.1036196874380577,-0.8746541770490226,-2.3742812815686545,0.46504433162817266,28.4,28.3,7.4,13.9,7.7,10.6,1,15.1,1,33.1
5.62808109283153,0.9658611270654877,-4.249479360403268,-1.0116779107350187,0.255738947471232,26.0,33.4,5.2,9.5,8.3,13.1,1,14.6,1,0.0
3.256687793245406,1.8449867082325846,-2.6974713637978973,0.07549391606988848,0.6935694643515627,31.8,25.9,6.3,13.4,7.3,10.6,1,17.5,1,0.0
1.994393368309229,1.4500689303356147,-2.811724507420926,0.2916613313027185,0.6369179251019462,31.4,24.8,7.5,14.4,8.1,9.7,1,16.2,1,0.0
5.09322752726297,2.6958418409614424,-3.180004327097356,-0.3273604254590789,0.9456887531590521,27.3,25.8,8.5,12.8,10.4,10.8,1,18.8,1,64.4
-0.4381968302053785,-0.5764320702842713,-3.2411201592537333,-0.8388911749932277,-0.09199908414134488,41.6,23.5,6.0,13.5,5.6,6.9,1,14.4,1,16.0
0.6105618518823642,2.586668778915137,0.8367288593709825,-0.18864176397911603,0.8382865938141583,33.4,23.7,7.2,16.0,6.6,9.5,1,11.9,1,1.0
-0.7472608600029117,1.9518500885849246,0.5066168226548589,-0.9607267661938125,0.9503753322369511,37.0,21.9,6.4,16.8,5.8,8.6,1,11.4,1,2.7
-0.07012731896247053,0.06151951321717643,-1.5016379199291765,-1.3204749280477324,-0.8551428944679176,38.1,22.3,6.7,16.0,6.0,7.5,1,9.7,1,0.0
0.6509735055150293,0.2313342511343319,-2.2757776036118016,-1.5101810156194353,-0.5740878353192898,31.4,30.0,6.1,12.0,7.2,9.6,1,9.0,1,4.9
2.324047223385175,7.412399586587923,2.3797994540786616,-1.9597589999333875,0.156322662269524,29.8,20.2,14.1,15.7,9.6,7.3,1,16.2,1,122.4
3.802734113402842,5.965277593627221,1.09352757815965,-0.315872696704089,0.8085288326262667,26.4,23.0,13.6,13.8,11.5,7.2,1,19.2,1,94.4
3.3158212436844927,3.735068501310608,-0.08448416753951402,0.4245062763293026,1.422646374486739,30.8,27.3,6.9,13.0,7.4,10.3,1,15.4,1,5.2
2.877914309781734,4.035068497023814,-0.9906598807944679,-1.4089142857457604,-0.3192680988833912,29.4,30.6,8.5,12.5,7.9,7.4,1,14.0,1,103.9
1.1719898733252787,1.0277836541940135,-3.252840624525287,-1.3891150290219896,0.09259103504390272,34.9,29.2,5.5,11.4,5.9,9.6,1,10.3,1,14.1
0.17435549819242704,1.5946679440105203,-1.015676210236692,-0.5095556868885073,0.7203566845739221,33.4,25.9,6.9,14.4,6.2,9.6,1,12.1,1,4.1
-1.120565451396021,-0.7080990960461674,-2.5722800976214493,-0.9806150735104213,-0.5244714306592463,37.5,22.4,5.9,15.0,5.8,9.9,1,7.5,1,2.5
-0.5513746883431094,-0.10901186549881461,-3.20390367658778,-0.7317097545763127,-1.0508396949390568,39.5,25.9,5.2,11.4,5.6,8.7,1,11.3,1,0.0
-1.0094241789119,0.7612979482040687,-0.82105066846587,-0.5589958208267184,0.7570426905543667,36.5,22.6,6.4,13.8,6.4,10.6,1,9.3,1,18.4
-0.8210667843975196,2.0797781052625632,-0.27460843505283233,-2.412119493477632,-1.0057456487695422,35.6,21.0,9.0,16.7,6.4,8.0,1,9.2,1,2.5
-1.3972518189501235,1.8540807347044788,-1.258216018157308,-2.2319748902098677,-0.47428620862166543,34.8,21.2,8.1,16.1,6.8,9.4,1,10.0,1,43.8
2.250393681280483,0.30130793640379866,-3.147696804899444,-2.5343706789066593,0.03426137462239372,28.1,32.5,4.8,10.4,7.2,12.5,1,10.7,1,12.6
9.854588606351433,1.0889782460353146,-5.578544359261783,-1.4085292330680745,2.220579693831585,22.4,33.5,4.6,9.2,7.4,17.0,1,19.1,1,23.7
0.8069795484487626,4.90265052120438,1.7060484006722945,-2.1333869148336255,-1.249253366234106,32.8,20.9,14.6,13.5,10.1,4.9,1,10.3,1,191.6
-2.395549648387863,-0.50086047150719,-2.090347981877194,0.2312564982825779,-0.6605836072199689,46.9,21.4,5.7,13.1,4.4,6.1,1,8.9,1,5.4
-3.355850452939764,-0.14675282407988124,-1.1764168455028496,-1.6523270180267025,-1.1061724214352695,43.9,21.1,7.4,13.6,5.4,6.2,1,6.1,1,9.3
4.06543965149896,0.2659813872505856,-3.209130761574018,-2.32908143425987,0.726079040164439,29.6,31.3,5.3,10.5,6.8,12.3,1,10.7,1,3.9
-1.7011754942567763,-0.03431845053691369,-2.004884269687631,-0.02631098820042928,-0.31072358862584415,39.8,25.9,7.1,11.9,6.1,6.5,1,8.8,1,11.5
-1.393121274617871,0.42958901953830025,-1.3964356870526848,-1.2845319483802906,0.023193306829376134,40.3,24.0,6.7,13.1,5.5,7.4,1,9.8,1,0.0
3.42577574791317,2.9663760216178603,-1.4407602506493877,0.10834892756170314,-0.20033094503704485,27.5,25.4,11.1,11.5,11.2,9.0,1,14.1,1,114.8
-2.54720067491433,0.729504653685326,-0.6536648877129736,0.18729492991505897,1.1126293082096226,38.2,22.8,7.9,13.1,6.1,8.7,1,12.4,1,0.2
-0.2291035003742248,0.07421861273773309,-1.6011522974742536,0.6981951775060163,-0.3016899513814358,31.4,29.0,6.9,11.3,7.0,10.9,1,9.0,1,0.2
-1.4109872312983276,-1.4512363974953177,-1.4395178824066428,-0.6847222332939119,-0.3897400449675726,42.4,22.1,5.4,12.7,5.6,8.9,1,5.4,2,6.8
0.625816562832942,0.3944084808640089,-1.5057484794079623,-0.8208321237076657,0.5611326648513217,31.4,27.8,7.2,12.3,6.9,10.8,1,8.3,1,18.3
-0.15464983832360765,0.7174814815285392,-1.0682584201052663,0.2630929615580638,0.7310829995492153,32.9,29.0,6.5,11.5,6.4,10.6,1,7.6,1,5.0
-0.2688345281015834,1.150070562263697,-0.5491821568190095,-0.5484029126546324,-0.22334235881086062,40.8,18.7,7.4,13.4,6.7,9.9,1,8.9,1,72.0
5.322668375867538,2.160080238972465,-1.9961213366797042,-1.803571215835474,0.2534124783743761,24.9,30.7,8.4,10.7,10.1,10.5,1,12.3,1,159.0
6.418703241639611,2.83704696249112,-2.366176574701836,-1.1409631687976904,1.6055208661086582,24.5,31.3,8.4,11.0,9.6,10.3,1,17.0,1,92.4
5.787342176179662,1.3631372961629313,-3.8246150075325556,0.3209120415222021,1.152250399911297,28.2,29.6,5.3,11.9,7.5,12.8,1,17.4,1,382.6
4.009552959803494,0.42836755387400133,-3.8824492916594253,-0.7215850275405629,0.5908356825976625,30.6,31.4,5.2,10.3,7.1,11.1,1,14.6,1,21.7
7.909593691224308,0.9778373646609037,-4.692982837561613,-0.6438549659051784,0.9327167661815383,23.6,34.5,5.3,9.2,7.8,13.9,1,16.3,1,0.0
1.0379001637668404,0.980855181051114,-1.2491061978162228,-0.5872909733342242,0.14172454355038824,28.1,29.5,7.7,13.0,7.8,9.8,1,10.0,1,7.5
-1.6663129151862548,-0.5337688592055502,-2.423695629269881,0.4532086943781579,-0.06592426863774434,41.7,22.8,4.7,14.3,5.4,8.0,1,8.5,2,19.7
0.6275464712454686,-0.23924096888069543,-2.099059288220161,1.1150821157444852,1.1418305448916872,34.0,26.1,5.0,13.4,6.5,11.3,1,12.8,1,9.0
-2.7422293743181774,-0.6945567470166948,-0.9035002968974309,0.6403236226231285,0.25567911911445357,46.9,20.2,4.0,14.1,4.4,7.7,1,9.1,1,0.0
-0.6233572208779222,0.9850678783517913,-1.0356951793355655,-0.03418177590837321,0.17412869740520315,34.0,26.4,5.5,11.9,7.8,10.7,1,10.3,1,72.4
-0.1038609008792984,0.5385589555057143,-1.5128175162865742,0.24206894570476026,0.07483745769834635,36.3,25.0,6.2,13.5,6.8,9.3,1,9.2,1,19.4
2.299244380214882,-0.08514221195600312,-2.5824661218412155,-0.6869916540910758,0.4746003636734184,28.2,32.9,6.3,11.2,6.9,10.3,1,9.5,1,0.9
1.7518059965267083,8.747642443708076,2.9443415478167716,-0.20100186014455737,0.5209449143500252,23.8,20.6,18.4,10.7,13.1,8.4,1,19.3,1,291.6
2.7310320701394075,6.989153775514049,3.251384836872567,0.8418725044867976,1.8633536035236382,26.4,20.1,14.6,14.1,11.9,8.6,1,29.0,1,96.6
5.151223744547988,4.145827284331842,-1.9276954531923116,2.5333578492288686,0.6339853184696422,27.2,23.8,10.6,9.8,11.7,12.0,1,35.0,1,6.0
2.972243086512342,5.935643485520369,1.8095570126135891,0.7663911432826059,1.4954966671757393,29.0,21.2,11.8,13.3,9.5,11.2,1,18.8,1,42.7
-2.283039734677441,1.1331457532432305,-0.2782233362635558,-1.5050452207952143,0.3456568757501659,33.2,22.3,8.8,11.8,6.6,12.9,1,12.9,1,0.0
-2.0364183524562414,1.4161023810205404,-0.5229307253577737,-1.2600978340820097,0.35746856773697,30.7,23.8,10.6,11.0,8.0,11.1,1,14.0,1,12.0
-0.25935281353459094,3.4275621920021666,0.1453554941465351,0.17619954307417338,2.5590722721918824,30.5,25.4,9.0,9.6,8.2,12.2,1,21.5,1,13.4
-2.3334623630835805,5.770723637570859,3.905529817530284,-2.685342850517462,0.7896191529827292,34.0,17.5,10.7,17.7,6.3,10.2,1,15.8,1,2.4
-1.3789827911618249,1.0693828827591008,-0.5563497854510147,-0.13000607968191846,0.5990275442210317,30.9,23.3,7.9,11.0,7.1,14.7,1,15.1,1,0.0
-2.2211556633264533,5.898108185317991,4.100944038717321,-1.5001316274886882,1.7958865111285025,34.5,18.6,10.6,15.7,6.2,10.6,1,15.9,1,0.0
-1.1034347137899552,-0.8374626185723194,-2.111614573625839,-0.2663336566167589,0.3007943760767138,31.2,26.9,7.3,9.4,7.7,13.1,1,13.2,1,0.0
-1.45212879367828,3.7096101117399263,1.5634614536591211,-0.488212122114254,1.7378076035964034,33.0,20.3,9.8,13.2,7.4,11.9,1,18.6,1,2.5
-2.2622355576804405,1.983890789758279,0.3864387387980615,-3.183454033877141,-0.3123345426764844,33.4,20.7,9.8,13.8,6.6,11.6,1,11.8,1,27.4
-1.5687063704337374,2.0702953826476964,-0.09871274249300765,-1.2550572666796267,0.17977754375188615,31.5,23.1,9.0,12.3,6.7,12.3,1,12.3,1,18.9
0.9851783600248575,2.3878660770397633,-0.9544464725208857,-1.7770470388376058,-0.44145964148764333,29.4,23.7,10.2,10.6,8.7,12.1,1,11.6,1,150.1
-0.5091937932407907,0.019685803133415843,-1.5903445135327101,-0.09252946631900959,0.920032122875777,33.9,24.6,6.8,9.6,6.6,13.9,1,10.5,1,5.6
-0.9662867332654991,0.19573512193547424,-1.1194739445740998,-1.145083153304814,0.4705670094740319,35.3,22.8,7.0,11.5,6.3,12.7,1,11.2,1,0.0
-1.1362227328643706,0.9934596889023571,-0.6246108565776094,-1.0048999779485395,0.21318703561220131,30.1,26.4,9.3,8.7,10.2,11.5,1,11.1,2,104.7
-2.6926207111939413,-1.6191176818031343,-1.2202449307505285,-0.8573498466230487,0.26165561079726174,32.1,26.3,6.7,9.7,6.7,14.1,1,6.9,2,0.0
5.064795419993372,3.9341209669004686,-1.3389914687956956,0.38335104840089673,-0.3397753827447216,23.6,25.5,13.7,8.9,13.6,9.9,1,17.5,1,151.9
-2.765820709877671,0.12375730622678692,0.5060453419681465,-0.32030844707360506,-0.37721723423772335,40.9,16.2,6.7,10.9,5.6,16.2,1,8.5,2,40.0
-0.7903932093613607,-1.6581726880526872,-0.4871003898818666,1.1332147488088906,0.6878378297850666,30.0,31.7,5.1,8.8,6.1,14.7,1,9.0,2,11.7
-2.638763933327831,-1.50904079772167,-0.7828195408536532,-0.2784725954214925,1.2467479809291728,27.8,33.5,7.3,9.0,7.4,11.3,1,6.9,1,0.0
-1.2974685110007893,-1.7590865800631097,-0.5695724041363723,0.032048817867195926,0.5898270039162725,28.1,32.6,6.6,9.0,6.4,12.9,1,7.0,2,1.1
-1.6884907625878225,-1.2410812038664378,-0.8534947753894558,0.46484632068432696,0.8654420050378258,33.1,26.6,6.8,10.9,6.7,12.4,1,8.1,2,0.0
0.35873626348686555,-1.428419290165715,-1.9680838860057963,-0.23391952688709938,0.3808999803374078,28.7,33.6,7.0,8.0,7.4,11.2,1,7.0,2,13.3
2.2820923093466363,3.799352168044592,-0.7971163452971969,0.04178961921904178,-1.1334987186366756,35.9,22.7,9.9,11.4,8.1,8.4,1,12.7,1,133.8
-2.503678886803122,0.4961469132239276,-1.6040636341183856,-3.17432447872412,-1.1022380383184125,41.8,20.4,7.2,13.0,5.7,8.8,1,9.1,2,22.6
-1.8160372647372383,-1.731995919087373,-2.4008200817778103,-0.2979367950012332,-0.3448976776166867,38.8,25.5,5.3,10.0,6.3,10.9,1,7.2,1,0.0
0.2472424672706772,0.04822666635399962,-1.4458866999898674,-0.23878568934598207,0.11760631184014074,34.3,26.8,6.9,10.1,6.6,11.6,1,9.8,2,0.0
0.23295330281878715,-1.1726695988491433,-2.3064293997238727,-0.20213611473900447,0.471236993285387,33.9,28.7,5.0,9.4,7.4,12.0,1,7.7,2,28.9
-3.715112221367761,-1.511675791104548,-2.546035627287264,-0.9286894419520169,-0.3642597795734331,46.9,20.9,4.9,11.0,4.9,8.5,1,7.0,2,0.0
-1.8174004944151851,-0.7826707097975418,-1.3453344993136285,-0.7771949282880322,-0.2141392400360357,40.2,24.2,6.4,10.4,5.7,10.1,1,7.6,1,10.8
-0.4264626021370702,-0.047068289470475665,-1.4163072617089913,-0.08685550357903656,0.28604176958766897,37.7,25.3,6.5,10.2,6.3,10.6,1,9.1,1,0.0
-2.9593859651547363,-1.4612853687594574,-1.2566662189720537,-0.3454706915020786,0.49471530503144917,38.7,24.2,6.0,11.0,6.6,9.8,1,7.4,2,14.2
-2.0511056461541304,-1.006048739155232,-1.6313052804368753,-0.27030823984427477,-1.0368877777116963,33.3,28.1,6.7,10.2,6.4,10.9,1,8.3,1,0.0
-2.970698769781436,-0.9809827738591934,-1.5626458203740203,0.04560019144486736,0.07833505829963583,39.5,23.5,5.9,11.0,5.8,10.8,1,8.5,1,2.7
2.4404425851514335,2.9344440521466244,-1.4704764911907764,-0.4647004217292486,-2.8202030105719604,32.5,23.8,12.2,9.5,10.9,7.8,1,13.1,1,164.9
-2.6096147129450475,-1.9865202016669303,-1.7153414215691971,-0.464613721298054,-0.38638679116657604,42.4,21.9,6.1,11.1,6.3,8.4,1,9.4,2,0.8
-3.1367197305785037,-1.706846784767211,-2.220418727769032,-2.5355450839486178,-0.5002024090309153,43.9,23.2,6.4,10.1,5.5,7.4,1,12.1,2,0.0
-1.6184529740412443,-1.2981682298188935,-1.8602138560272234,-0.7208457171730888,-0.420202825408338,45.8,20.7,5.6,10.4,6.3,8.2,1,7.1,2,0.0
-3.2069218417096756,-1.6890435076890575,-2.8237051445160652,-2.6732982463195674,-1.4542083602539662,40.5,25.2,6.9,9.1,7.1,8.1,1,10.1,2,0.0
1.4929144010589959,1.7842356814054592,-0.5346968108473285,0.22772310511413585,-0.3138046023965815,32.5,23.0,6.8,9.9,7.6,16.5,1,16.3,1,0.0
5.393787240182368,2.7549838818661647,-2.4947953042160576,0.6155520848252015,-0.9926026560153997,28.1,25.0,8.7,10.3,9.5,13.7,1,15.5,1,174.2
0.30571724858352606,2.959183262510514,-1.5376083040945716,-1.144257946084781,-2.4619431800822014,30.4,21.1,14.3,10.0,9.3,10.0,1,9.9,1,180.7
4.931216113560197,4.200765133511381,-0.089595004636522,2.4509724688909085,3.322753203080302,27.6,27.2,7.2,9.1,7.4,16.3,1,25.0,1,26.6
1.4119503604443253,6.099101359581799,2.275220317039261,-2.2707497680375712,-0.41695891281419734,30.7,21.4,15.2,11.1,9.8,7.3,1,17.9,1,174.1
0.5204322676602376,1.3710021516711608,-0.9581315909024903,-0.9619686865653805,-2.448196140437993,35.5,20.1,10.0,10.9,5.8,12.0,1,10.6,1,0.0
8.736699212864874,0.8965081488299123,-5.4545026537213674,2.4163118538331876,-0.2271001517860857,31.2,26.2,4.0,9.5,8.0,16.1,1,11.2,2,19.9
